,Li,B,O,F,Na,Mg,Al,Si,P,K,Ca,Ti,Fe,Sr,Zr,Ba,Pb,Expansion
5315,0,0,59.27367056,0,9.807917979,0.509542338,9.882033228,18.51028349,0,0,2.016552406,0,0,0,0,0,0,84.5
5316,0,0,59.28487618,0,9.769653554,0.040140802,9.905514729,18.50182177,0,0,2.49799296,0,0,0,0,0,0,85.4
5318,0,3.131647777,59.27462947,0,0,2.720139494,8.578901482,12.69398431,0,0,13.60069747,0,0,0,0,0,0,80
5319,0,8.480780964,61.40939597,0,0,2.440512508,7.687614399,14.73459426,0,0,5.247101891,0,0,0,0,0,0,59
5321,0,3.132177908,59.35477135,0,0,2.745875966,8.554325886,12.17025127,0,0,13.34655808,0,0,0,0.696039535,0,0,82
5353,0,9.143220474,61.36703227,0,0,0,4.539818789,15.89254491,0,0,0,0,0,0,0,9.057383564,0,74
5376,0,0,63.42708503,0,1.313607543,2.529669972,6.802145993,24.10990083,0,0,1.817590636,0,0,0,0,0,0,35.6
5384,0,5.792805311,63.11563996,0,4.063609696,0,2.093561834,24.35077968,0,0.061756986,0.432298904,0,0,0,0,0.08954763,0,48
5385,0,5.916182319,62.83267054,0,4.594677271,0,2.526766595,23.79932701,0,0.1162435,0.214132762,0,0,0,0,0,0,50.5
5386,0,6.07411025,62.78005006,0,4.590684329,0,2.527318235,23.65545449,0,0.201452903,0.170929736,0,0,0,0,0,0,52
5387,0,5.765401464,62.79753699,0,4.546150783,0,2.536531569,23.86116472,0,0.287963729,0.205250743,0,0,0,0,0,0,51.2
5388,0,5.819031802,63.05591438,0,4.1089992,0,2.116011564,24.36488897,0,0.332164606,0.202989481,0,0,0,0,0,0,48.6
5475,0,3.719776813,63.2734036,0,0,1.342219467,7.730936144,20.74085555,0,0,1.971481711,0,0.006199628,1.131432114,0.068195908,0.006199628,0,35.1
5480,0,3.273307616,63.26450504,0,0,1.387258942,7.830998791,20.96163848,0,0,2.057507644,0,0.012469743,1.193977921,0.006234872,0.009352307,0,35.8
5482,0,2.667698812,60.5234168,0,8.199601036,0.747312948,8.318694733,19.32295233,0.220323339,0,0,0,0,0,0,0,0,75.9
5483,0,2.460936342,60.56571886,0,8.266374122,0.756070804,8.337533727,19.10931894,0.504047203,0,0,0,0,0,0,0,0,76.1
5484,0,1.925673692,60.69688252,0,8.36611284,0.780837198,8.418951447,18.62560911,1.185933189,0,0,0,0,0,0,0,0,77.6
5485,0,1.755463881,60.78001112,0,8.33260189,0.74607215,8.455484362,18.54940168,1.38096492,0,0,0,0,0,0,0,0,78.1
5486,0,1.206566506,60.91420616,0,8.422762341,0.754104066,8.532977551,18.1681072,2.001276176,0,0,0,0,0,0,0,0,79
5487,0,0.571510216,61.10587227,0,8.515502215,0.785826547,8.612658951,17.4710673,2.937562509,0,0,0,0,0,0,0,0,80.9
5539,0,0,59.25279215,0.118604421,8.420913913,1.518795506,5.785260106,19.71798504,0,1.396896518,1.578097717,0,0,0,0.922478832,1.288175798,0,92.1
5540,0,0,59.20473217,0.118304305,8.366743345,1.508379888,5.921787709,19.80611239,0,1.577390733,1.528097272,0,0,0,0.732829445,1.235622741,0,92
5546,0,0,59.63750778,0,8.088885976,1.609255678,5.342335551,21.08092163,0,1.743633444,0.963586903,0,0,1.02258202,0.439185867,0.072105142,0,90
5547,0,0,59.59403534,0,8.165276227,1.878736123,5.347172042,20.87630559,0,1.609406819,0.965644091,0,0,0.939368061,0.525520594,0.098535111,0,90
5548,0,0,59.50841306,0,8.010557572,1.900362917,5.36456615,20.62025734,0,1.623226658,0.973276146,0,0,1.454965358,0.531177829,0.013196965,0,90.3
5549,0,0,59.54971241,0,8.092029581,1.75842235,5.475760066,20.74609696,0,1.597370583,0.854560394,0,0,1.452752671,0.460147905,0.013147083,0,90.5
5550,0,0,62.29566202,0,0,4.196447527,4.642275847,22.27018612,0,0,6.595428491,0,0,0,0,0,0,47
5551,0,5.682715075,62.80735839,0,2.556007528,0.883370773,5.433792727,21.33446664,0,0,0.953190456,0,0,0,0,0.349098415,0,42
5552,0,3.376466474,62.9002003,0,3.268368677,1.204972499,3.967825009,23.76243919,0,0,1.122309478,0,0,0,0,0.39741837,0,46
5553,0,2.446766301,62.37270202,0,0,3.693294538,6.679010713,20.18251554,0,0,3.792487766,0,0,0,0,0.833223119,0,46
5554,0,2.892935555,62.38538034,0,0.652201989,3.993930001,7.109647423,20.09557019,0,0,2.870334496,0,0,0,0,0,0,42
5555,0,0,63.30250726,0,0,0.030047074,6.62371048,23.29315928,0,0,4.744099089,0,0,0.043401329,0,1.963075485,0,50
5556,0,2.634880803,62.36875124,0,0,4.140526976,6.590503863,20.12481014,0,0,4.140526976,0,0,0,0,0,0,45
5557,0,4.585817582,61.56285678,0,0.837244704,4.405048839,8.023595078,17.23962958,0,0,3.345807434,0,0,0,0,0,0,41
5558,0,6.850239176,63.65448301,0,1.796884582,0.19624678,2.336563228,23.80412118,0,0.380228137,0.42315712,0,0,0,0,0.558076782,0,38
5559,0,1.856583757,63.26292978,0,0.763334088,0.268460717,5.750881392,23.31079988,0,0.414011709,3.033929553,0,0,0.62425203,0,0.714817091,0,48
5560,0,9.184505299,63.44917122,0,2.306693638,0.187192416,0.628000362,23.44434045,0,0.597808037,0.202288578,0,0,0,0,0,0,38
5561,0.63455955,9.847645844,62.89323236,0,0.305306953,0.236463228,0.933880092,22.17965219,0,2.628034362,0.341225418,0,0,0,0,0,0,43
5562,0,5.202488412,63.57648207,0,0,0.789826787,6.397901927,21.48084899,0,0.256160039,1.951695535,0,0,0.344596243,0,0,0,36
5563,0,0,62.08097669,0,6.863015588,0,0,27.59346117,0,0,3.462546558,0,0,0,0,0,0,74
5591,0,0,60.03026373,0,9.239701068,1.581125317,8.937063801,20.21184609,0,0,0,0,0,0,0,0,0,78.8
5594,0,2.950374698,60.40302118,0,8.697704608,0,8.538384375,19.41051514,0,0,0,0,0,0,0,0,0,80.2
5595,1.278772379,4.795396419,62.6758312,0,0,3.24488491,4.219948849,21.59526854,0,0.319693095,1.774296675,0,0.095907928,0,0,0,0,41.9
5597,0,0,61.23692893,0,9.081250349,0.005591903,8.913493262,16.29480512,3.617961192,0,0.013979757,0.835989487,0,0,0,0,0,81.8
5598,0,0,61.94895592,0,8.018787844,0.005658989,7.854677155,17.39007413,3.644389112,0,0.014147473,1.123309377,0,0,0,0,0,74.4
5603,0,0,61.5340812,0,8.416377199,0.566596435,7.903877911,17.07192073,3.627356073,0.034166619,0.011388873,0.825693298,0.005694437,0,0,0,0,79.2
5604,0,0,61.71634121,0,7.873701039,0.568116935,7.907959347,17.14342811,3.642800046,0.034258308,0.285485897,0.822199383,0.005709718,0,0,0,0,76.6
5605,0,0.992412659,60.9872198,0,8.435507602,0.770273779,8.568213946,17.91535643,2.331015781,0,0,0,0,0,0,0,0,79.7
5606,0,0.290490701,61.17392419,0,8.54384416,0.788881611,8.657762082,17.34400365,3.201093612,0,0,0,0,0,0,0,0,81.1
5630,0,5.902202226,61.4373668,0,5.671323704,0.766635094,6.340279422,19.57435472,0,0.005919962,0.278238219,0,0.005919962,0.002959981,0.005919962,0,0,52.2
5669,0,0,60.54951559,0,9.607177347,0.962586835,6.473318588,21.89028379,0.517117847,0,0,0,0,0,0,0,0,81.4
5670,0,0,60.46805819,0,9.740670462,0.948766603,6.072106262,22.77039848,0,0,0,0,0,0,0,0,0,80.5
5671,0,0,60.94244149,0,8.791903858,0.948766603,6.072106262,23.24478178,0,0,0,0,0,0,0,0,0,73.4
5682,0,0,59.83792545,0,9.270664506,3.209076175,5.964343598,21.45867099,0,0.259319287,0,0,0,0,0,0,0,90.8
5683,0,0,59.94254708,0,9.128630705,2.649218002,6.894350463,21.12990744,0,0.255346313,0,0,0,0,0,0,0,87.6
5684,0,0,60.04514673,0,9.222831345,2.67655595,5.933569816,21.86391487,0,0.257981296,0,0,0,0,0,0,0,86.3
5686,0,1.147593242,59.9298693,0,9.116990755,2.645839974,5.86547657,21.03920944,0,0.25502072,0,0,0,0,0,0,0,90.9
5688,0,0.644745326,59.92907801,0,9.090909091,3.288201161,5.931656995,21.11540941,0,0,0,0,0,0,0,0,0,95.8
5689,0,0,60.12491782,0,9.270216963,3.353057199,4.733727811,22.51808021,0,0,0,0,0,0,0,0,0,88.1
5690,0,0,60.25982678,0,9.393737508,3.397734843,3.464357095,23.48434377,0,0,0,0,0,0,0,0,0,87.2
5714,0,0,60.57894087,0,9.542031848,0.950499938,6.789285273,21.34921615,0.790025923,0,0,0,0,0,0,0,0,81.8
5868,0,0,61.26171493,0,9.041824031,0.005595188,8.873968387,16.0833683,3.608896349,0,0.01398797,1.110644845,0,0,0,0,0,81.8
5869,0.529582598,0,61.56824782,0,7.818461363,0.560901999,7.903877911,17.11462901,3.621661637,0.034166619,0.014236091,0.825693298,0.005694437,0,0,0,0,78.6
5870,0,0,61.54481031,0,7.883427726,0.560662549,7.87773572,17.07317073,3.654267581,0.569200558,0.011384011,0.819648803,0.005692006,0,0,0,0,81.7
5872,0,0.283832879,61.79325613,0,7.794050863,0.570504087,7.913260672,17.15769755,3.610354223,0.034059946,0.011353315,0.825953678,0.005676658,0,0,0,0,75.9
5873,0,0,61.2416928,0,9.102678443,0.005753905,8.049713743,18.78074743,2.819413677,0,0,0,0,0,0,0,0,83.1
5874,0,0,61.62390443,0,7.960429262,0.575626971,8.081918371,18.9002343,2.857886668,0,0,0,0,0,0,0,0,77.4
5875,0,0,61.9687973,0,6.863429969,1.161369193,8.132495052,19.01560135,2.858307137,0,0,0,0,0,0,0,0,70.2
5886,0,0,61.39673188,0,0.033348155,0,6.05824811,16.97698977,5.285682526,10.24899956,0,0,0,0,0,0,0,110
5907,0,4.17219799,60.93621594,0,2.206207725,0,3.792907263,21.36355016,0,4.741134079,0,0,0,0.056893609,0,2.73089323,0,77.2
5908,0,0.136193395,61.29043241,0,2.240381342,1.872659176,2.315287709,24.10963568,0,4.630575417,1.668369084,0.680966973,0,0.885257065,0,0.170241743,0,77.3
5909,0,1.750328187,60.4175783,0,4.457085704,0,6.876289304,20.22254173,0,3.569419266,1.784709633,0.312558605,0,0.012502344,0,0.596986935,0,82.9
5911,0,1.513357837,61.05732608,0,2.063081838,0.16168353,3.27247464,23.92916238,0,6.357396385,1.642704661,0,0,0,0,0,0,80.7
5912,0,4.494808812,60.8825019,0,2.836161053,0.503291973,3.798429982,20.93567992,0,3.798429982,1.076221828,0,0,0.031653583,0,1.642820967,0,78
5914,0,11.57255315,61.361805,0,0,0,1.859542553,16.93733342,0,1.859542553,0,0,0,0.127068741,0,6.28215459,0,71.9
5944,0,7.417905497,62.62099328,0,3.889877273,0,2.291710641,22.75728975,0,0.850345264,0.171878298,0,0,0,0,0,0,53
5945,0,6.543731203,62.42974755,0,4.234893824,0,2.576176444,22.9304007,0,1.026825045,0.258225233,0,0,0,0,0,0,53.8
5946,0,6.795586809,62.56668283,0,4.03128031,0.118210475,2.564258002,22.89645975,0,0.854752667,0.172769156,0,0,0,0,0,0,53
5947,0,6.540635828,62.41869795,0,4.236824509,0.118533828,2.571272263,22.9135007,0,1.027293174,0.173241748,0,0,0,0,0,0,54
5948,0.254368168,7.201041698,62.50189262,0,3.948762983,0,2.216636889,22.80228931,0,0.811555582,0.263452745,0,0,0,0,0,0,52.6
5949,0.26125524,7.193632663,62.41569962,0,3.912752901,0.118476214,2.229783097,22.61376754,0,0.814144237,0.264293092,0,0,0,0,0.176195395,0,52.5
5953,0.260772006,7.265229388,62.44883107,0,3.935837957,0,2.17714303,22.68413233,0,0.818702811,0.239546378,0,0,0,0,0.169805027,0,52.6
5954,1.242814976,2.665838123,62.65030294,0,0,4.495883175,8.637564083,20.25788411,0,0,0.031070374,0.006214075,0.01242815,0,0,0,0,36
5955,0,1.049344964,59.30730357,0,10.98271478,1.107284257,3.817555606,22.25190717,0,1.15878585,0.325103808,0,0,0,0,0,0,96
5956,0,0,59.08740661,0,10.48611344,3.242989715,3.209487755,22.37595899,0,1.125665851,0.472377634,0,0,0,0,0,0,101
5957,0,1.234686988,59.08491688,0,10.51413138,2.363268062,4.668660172,21.02826276,0,1.10607376,0,0,0,0,0,0,0,89
5958,0,0.293331595,59.14542729,0,10.70334398,2.770353953,4.699824001,21.55987224,0,0.827846946,0,0,0,0,0,0,0,87.5
5959,0,2.954571996,61.07283273,0,11.00471019,0,1.634941025,0,18.50986804,4.823076025,0,0,0,0,0,0,0,190
5960,14.6725521,2.037264972,60.82084801,0,0,0,0.848860405,0,18.35660626,0,0,0,0,0,0,3.263868257,0,137
5961,18.77022654,2.187255887,58.48454414,0,0,0,0.892757505,0,16.54279656,0,0,0,0,0,0,3.122419373,0,148
5987,0,19.24443935,57.56133914,0,0,0,8.306581059,1.347168081,0,0,2.806122449,0,0,0,0,10.73434992,0,100
6000,7.8125,7.5,57.1875,0,7.8125,0,0,18.4375,0,0,0,0,0,0,0,1.25,0,116
6001,0,17.24137931,60.34482759,0,0,0,2.298850575,12.06896552,0,2.298850575,0,0,0,0,0,5.747126437,0,73
6084,0,3.273664935,60.60764603,0,0,0,0.769834448,19.19354236,0,0,0,0,0,4.499420756,0,11.65589148,0,100
6085,0,6.857142857,60.96296296,0,0,0,0.670194004,18.1622575,0,0,0,0,0,0,0,13.34744268,0,94
6088,0,1.840940217,63.34363156,0,0,1.643469121,7.771443132,21.88107144,0,0,1.856865306,0,0,0.465012581,0,1.197566646,0,37.9
6135,0,8.708684598,65.73263749,0,0,0,1.600428208,19.24528302,4.704937776,0,0,0,0,0,0,0,0,42.8
6147,6.201301824,0,58.43781063,0,6.727161959,0.009619393,4.463398211,20.93179851,0,1.590406259,0.663738096,0.003206464,0.006412928,0,0.965145734,0,0,84.2
6150,5.316731518,2.440466926,59.23424125,0,5.86459144,0.491828794,4.874708171,20.28949416,0,0.771984436,0.214785992,0.00311284,0.006225681,0,0.491828794,0,0,87.4
6152,8.24005565,0,58.53727945,0,6.304938974,0,5.141339404,20.88787706,0,0,0,0,0,0,0.888509454,0,0,90
6153,4.124168514,0,59.19227114,0,7.380424454,0.947101679,5.974025974,20.99461514,0,0.791891036,0.044345898,0.104529617,0,0,0.446626544,0,0,90.6
6154,4.826869152,0,59.37805224,0,6.843315794,0.340275371,6.377012508,21.16638836,0,0.170137685,0.573427014,0,0.006301396,0,0.318220486,0,0,84.2
6155,4.05418266,0,59.20439045,0,7.34067189,0.015861435,5.957554801,21.0703296,0,0.780382578,1.12616185,0.003172287,0.006344574,0,0.440947879,0,0,90.1
6163,0,5.689676089,62.82603421,0,2.559747665,0.882567027,5.440980226,21.3666141,0,0,0.885599903,0,0,0,0,0.348780784,0,42
6164,0,5.194646831,63.57345365,0,0,0.78956193,6.432338506,21.4614517,0,0.25607414,1.947992562,0,0,0.344480688,0,0,0,36
6171,0,3.348073279,61.90777006,0,7.770056854,0,1.895135818,24.16298168,0,0,0,0,0,0,0.915982312,0,0,59
6172,0,2.04865557,61.39564661,0,9.218950064,0,1.920614597,24.48783611,0,0,0,0,0,0,0.928297055,0,0,63.7
6181,0,0,62.40745084,0,0,5.182753191,8.154377031,20.72431237,0,0,3.504305002,0,0.026801568,0,0,0,0,39
6182,0,0,62.18322929,0,0,6.438333052,8.118778471,20.29357179,0,0,2.93909229,0,0.026995107,0,0,0,0,40
6183,0,0,62.10926974,0,0,6.150633252,8.387227162,20.01145244,0,0,3.314470493,0,0.026946915,0,0,0,0,40
6184,0,0,62.37510127,0,0.067512827,6.562246827,7.642452066,20.94923035,0,0,2.376451526,0,0.027005131,0,0,0,0,39
6185,0,0,62.23191688,0,0,5.14186759,8.905021979,19.99800186,0,0,3.696549887,0,0.026641801,0,0,0,0,40
6186,0,0,61.89666315,0,0,6.183883806,8.149937073,19.70475186,0,0,4.037552298,0,0.02721181,0,0,0,0,40
6208,0,13.49393712,61.08219766,0,4.662517437,0,6.025324606,14.73602318,0,0,0,0,0,0,0,0,0,58
6209,0,13.50764834,60.31334357,0,5.83814111,0,7.097866935,13.24300005,0,0,0,0,0,0,0,0,0,66.1
6210,0,15.33845293,60.99018461,0,3.448100493,0,8.376137924,11.84712404,0,0,0,0,0,0,0,0,0,56.2
6211,0,13.51960101,59.02558052,0,8.762803668,0,6.038504853,12.65350995,0,0,0,0,0,0,0,0,0,83.4
6232,0,0,60.97265761,0,8.987927407,0.003102945,4.034635922,23.03156398,1.433847535,1.526954518,0.006207132,0,0,0,0,0,0,93.3
6233,0,0,60.48876999,0,9.21250627,0.011146408,9.128908209,16.19573093,3.650448643,1.304129744,0.008359806,0,0,0,0,0,0,97.7
6234,0,0,59.98923147,0,9.430968034,0.008501474,8.1330764,16.64588529,3.43459533,2.34640671,0.008501474,0,0,0,0,0,0,108.2
6250,0,0,65.04859208,0,0,0,0,0,20.06478943,0,0,0,0,0,0,0,14.88661849,148.2
6251,0,0,66.68589815,0,0,0,0,0,22.2478642,0,0,0,0,0,0,0,11.06623766,146.2
6252,0,0,68.13408484,0,0,0,0,0,24.17877979,0,0,0,0,0,0,0,7.68713537,141.7
6253,0,0,67.98969725,0,0,0,0,3.285056792,21.79622514,0,0,0,0,0,0,0,6.929020817,115.1
6254,0,0,67.34508018,0,0,0,3.880419719,0,21.83330034,0,0,0,0,0,0,0,6.941199762,94.2
6270,0,0,59.36464088,0,0,2.268646409,12.20994475,12.62430939,0,0,13.53245856,0,0,0,0,0,0,75
6271,0,0,58.91034483,0,0,2.282758621,13.2137931,11.2137931,0,0,14.37931034,0,0,0,0,0,0,77
6283,6.390245459,0,59.09221488,0,6.390245459,0,5.190079479,21.08270293,0,0,0.95757924,0,0,0,0.896932555,0,0,86.1
6284,4.02833112,0,59.33725416,0,7.335736419,0.012647821,5.931828243,21.02384114,0,0.777841017,0.793650794,0.003161955,0.006323911,0,0.749383419,0,0,87.6
6285,3.294384429,0,59.3776574,0,8.383987906,0.551163743,6.393499417,21.16468773,0,0.170073384,0.343296274,0,0.006299014,0,0.31495071,0,0,87
6304,0,6.153103698,60.53266574,0,0,0,3.360077215,17.82891959,0,9.096941546,0,2.681426072,0,0,0.34686614,0,0,90
6305,0,2.483422182,60.70406969,0,6.969184761,0,0,20.13067221,0,4.128201794,0,5.408919516,0,0,0.17552984,0,0,91
6306,3.343346881,0,59.12705425,0,2.417388231,3.095953349,0,18.69234847,0,5.301289981,0,4.686340343,0,0,0.406432232,2.929846263,0,81
6317,0,9.565194351,65.59444636,0,0,0,1.563286611,18.57396465,4.695159111,0,0,0,0,0,0,0,0,43
6338,0,0,58.97184021,0,9.430255403,1.833660773,5.893909627,20.33398821,0,1.24426981,2.292075966,0,0,0,0,0,0,94.9
6339,0,0,58.78846777,0,9.335924846,1.946873988,7.13313897,19.26141885,0,1.166180758,2.367994817,0,0,0,0,0,0,93.3
6340,0,0,59.64450296,0,8.953258723,2.106649111,4.674127716,22.05398288,0,1.25082291,1.316655695,0,0,0,0,0,0,90
6341,0,0,59.34869512,0,9.158568689,2.109265819,5.908544314,20.93990705,0,1.235009263,1.30000975,0,0,0,0,0,0,91.3
6342,0,0,58.43232717,0,9.918857514,2.074001947,6.93930542,18.77637131,0.129827978,1.23336579,2.495942876,0,0,0,0,0,0,95.1
6343,0,0,59.40647711,0,9.071783756,1.820094352,7.08912406,20.18679077,0.127502231,1.147520082,1.150707637,0,0,0,0,0,0,93.3
6344,0,0,59.34458144,0,9.085009734,1.65476963,5.775470474,20.47371836,0.324464633,1.232965607,2.109020117,0,0,0,0,0,0,92.4
6345,0,0,58.5728124,0,9.622215047,2.066515983,7.039070068,18.59864385,0.322893122,1.29157249,2.486277042,0,0,0,0,0,0,93.4
6346,0,0,59.49693647,0,9.158336021,1.999355047,5.869074492,20.73524669,0.32247662,1.160915834,1.25765882,0,0,0,0,0,0,93.8
6347,0,0,58.91631278,0,9.693796098,2.136083528,7.018104026,19.3301191,0.319294997,1.277179987,1.309109486,0,0,0,0,0,0,94
6352,0,0.72892154,61.05435344,0,8.49451874,0.769098318,8.597830454,17.68065201,2.674625495,0,0,0,0,0,0,0,0,80.2
6353,0,0.045302679,61.20958152,0,8.635823093,0.798459709,8.732091285,17.03946996,3.539271759,0,0,0,0,0,0,0,0,82
6355,0,0,60.83897077,0,8.558830635,0.003020053,6.336071515,21.22493356,1.540227108,1.491906258,0.006040106,0,0,0,0,0,0,91.3
6356,0,0,60.39755778,0,9.027293763,0.011151691,8.809835791,16.13370877,3.785999052,1.823301458,0.008363768,0,0,0,0,0,0,102.2
6364,0,0,61.0059138,0,9.228932105,0.005686341,9.064028204,17.27794837,2.831798021,0,0.017059024,0.568634141,0,0,0,0,0,82.9
6365,0,0,60.77833622,0,9.799236494,0.005492846,9.799236494,14.70160116,3.91639889,0,0.019224959,0.980472934,0,0,0,0,0,86.8
6367,0,0,61.5316726,0,8.421352313,0.566548043,7.903202847,17.07046263,3.627046263,0.034163701,0.0113879,0.825622776,0.00569395,0,0,0,0,79.2
6369,3.806187974,9.824868651,59.63806188,0,4.897840047,0,2.609457093,18.01517805,0,1.208406305,0,0,0,0,0,0,0,75
6371,0,7.096338167,64.18653232,0,2.144261489,0,0.743425903,25.6266896,0,0.202752519,0,0,0,0,0,0,0,33
6382,0,4.074263533,60.73180273,0,8.527668282,0.006018115,5.669063882,20.88887552,0,0.084253603,0.009027172,0,0,0,0,0,0,75.4
6387,0,3.117294286,59.96529575,0,10.02161405,0.45054644,6.021492283,20.37504947,0,0.024353862,0.015221164,0,0,0,0,0,0,84.8
6388,0,1.993083936,60.92738133,0,8.160955674,1.361207168,5.07387614,22.41433511,0,0.044011317,0.015718328,0,0,0,0,0,0,73.9
6393,0,1.967872748,60.9380403,0,8.085253529,1.414605011,5.155449373,22.36962057,0,0.044009934,0.015717833,0,0,0,0,0,0,71.2
6394,0,2.641123407,60.41414799,0,8.76034595,1.314361884,5.685235128,21.0793887,0,0.086797483,0.00929973,0,0,0,0,0,0,76.7
6395,0,2.940111084,59.89193432,0,9.744023183,0.054334702,6.562424535,20.20345327,0,0.597681719,0.006037189,0,0,0,0,0,0,87.7
6404,2.625248716,4.009146794,61.14394322,0,4.032904701,0.466248923,7.056098358,19.81112464,0,0.285094883,0,0.261336976,0.30885279,0,0,0,0,60.4
6405,0,2.40453081,60.62835613,0,7.939149108,0.497695903,7.765255359,19.69196803,0,0.275831464,0.011992672,0.380767348,0.395758188,0,0.002698651,0,0,76
6406,2.637644631,4.009932716,61.15771219,0,3.986170152,0.466340323,7.051540939,19.8209489,0,0.285150771,0.011881282,0.255447566,0.308913335,0,0.002376553,0,0,60.3
6408,0,0,60.18489664,0,10.38052699,0,0,25.56005678,0,0,3.87451958,0,0,0,0,0,0,100
6409,0,0,60.43626589,0,10.20710569,0,0,25.4936421,0,0,3.380543782,0.482442538,0,0,0,0,0,94
6410,0,0,60.75515263,0,10.5802859,0,0,25.64598825,0,0,1.864113273,1.15445995,0,0,0,0,0,88
6411,0,0,61.38944556,0,10.42084168,0,0,26.15230461,0,0,0.200400802,1.837007348,0,0,0,0,0,86
6412,0,0,59.93496731,0,10.20244047,0,0,24.37677004,0,0,4.891437362,0.594384812,0,0,0,0,0,95
6413,0,0,59.92517221,0,10.21714046,0,0,23.90992692,0,0,4.898772684,1.048987727,0,0,0,0,0,98
6414,0,0,59.88838507,0,10.46389955,0,0,23.36937565,0,0,4.638995466,1.639344262,0,0,0,0,0,99
6415,0,0,59.90237099,0,10.46025105,0,0,22.94281729,0,0,4.60251046,2.092050209,0,0,0,0,0,100
6416,0,0,59.76931143,0,10.55574974,0,0,21.950367,0,0,4.858441105,2.866130724,0,0,0,0,0,103
6417,0,0,59.81830887,0,10.48218029,0,0,21.4185884,0,0,4.821802935,3.459119497,0,0,0,0,0,103
6418,0,0,60.22924627,0,10.07294199,0,0,24.86974644,0,0,4.202848211,0.625217089,0,0,0,0,0,91
6419,0,0,60.33114867,0,10.348396,0,0,24.66367713,0,0,3.483959986,1.172818213,0,0,0,0,0,92
6420,0,0,60.58214615,0,10.50869461,0,0,24.67971713,0,0,2.490519627,1.738922483,0,0,0,0,0,91
6421,0,0,60.76636148,0,10.64767718,0,0,24.38114615,0,0,1.729399797,2.475415395,0,0,0,0,0,90
6422,0,0,60.91428571,0,10.94453782,0,0,24.04369748,0,0,0.840336134,3.257142857,0,0,0,0,0,89
6423,0,0,61.18157543,0,10.8811749,0,0,23.79839786,0,0,0.133511348,4.005340454,0,0,0,0,0,86
6430,7.300509338,0,65.5131308,0,0,0,3.648448506,0,21.90152801,0,0,0,0,0,0,1.258895351,0.377487989,92
6479,0,1.9251131,60.09561395,0,0,0,3.426701319,22.65858119,0,10.286521,1.607469439,0,0,0,0,0,0,90
6494,0,31.45990404,59.12497144,0,4.596755769,0,0,4.818368746,0,0,0,0,0,0,0,0,0,82
6500,0,18.05759933,58.97624553,0,6.248686147,0,5.187092705,9.454488123,0,0,1.29808703,0,0,0,0,0.777801135,0,74.7
6528,0,5.745562309,63.35540839,0,0,1.388006895,7.06401766,20.30602679,0,0,1.711572772,0,0,0,0,0.429405183,0,32
6530,0,4.620934138,63.13203557,0,0,1.741401828,6.922072268,20.49256795,0,0,1.545494123,0,0,1.533055538,0,0.012438584,0,38
6533,0,5.834949103,63.40281144,0,0,0.684682501,6.768056229,20.50412021,0,0,2.672079496,0,0,0.133301018,0,0,0,32
6534,0,0,60.21056326,0,9.264783295,2.049482365,0.084225303,25.03246184,0,0.042112651,3.316371293,0,0,0,0,0,0,95
6558,0,0,61.66666667,0,10,0,0,23.33333333,0,0,0,5,0,0,0,0,0,150
6559,0,0,60,0,13.33333333,0,0,21.66666667,0,0,0,5,0,0,0,0,0,175
6560,0,0,63.33333333,0,6.666666667,0,0,26.66666667,0,0,0,3.333333333,0,0,0,0,0,90
6561,0,0,61.66666667,0,10,0,0,25,0,0,0,3.333333333,0,0,0,0,0,110
6562,0,0,60,0,13.33333333,0,0,23.33333333,0,0,0,3.333333333,0,0,0,0,0,130
6563,7.973174367,13.68795139,57.97317437,0,3.295884443,0,0.332454431,15.29290382,0,1.444457182,0,0,0,0,0,0,0,93
6564,7.838815418,14.89770544,58.23442975,0,3.238385894,0,0.327794733,14.75076297,0,0.712105799,0,0,0,0,0,0,0,80.3
6565,8.783670738,16.02253081,57.877419,0,2.649043556,0,0.323462161,13.64675701,0,0.697116725,0,0,0,0,0,0,0,83.3
6566,9.677061369,16.61302852,57.47974698,0,3.107313284,0,0.155365664,12.96748419,0,0,0,0,0,0,0,0,0,84.2
6567,8.057395143,12.35622168,58.65574532,0,2.219123969,0,0.505402579,16.74799582,0,1.458115487,0,0,0,0,0,0,0,74.4
6568,9.046524986,13.34290638,58.29982769,0,1.636990235,0,0.499712809,15.73808156,0,1.435956347,0,0,0,0,0,0,0,79.3
6569,6.381522669,13.94924437,58.84516681,0,2.235528942,0,0.507556316,15.87396635,0,2.207014542,0,0,0,0,0,0,0,77.1
6570,7.422692069,14.69840014,58.510939,0,1.6507434,0,0.503137543,15.04324722,0,2.170840635,0,0,0,0,0,0,0,77.9
6571,9.087769784,13.16834532,57.98561151,0,1.916546763,0,0.500719424,15.53956835,0,1.801438849,0,0,0,0,0,0,0,82.9
6572,5.858907931,14.08073791,58.5008256,0,2.824118886,0,0.512440927,15.43870637,0,2.78426237,0,0,0,0,0,0,0,77.8
6573,10.02725414,14.34249375,57.76175335,0,1.073131955,0,0.488303429,14.54122189,0,1.765841472,0,0,0,0,0,0,0,80.9
6574,8.671026509,11.90587411,58.27980848,0,1.95025108,0,0.507999533,16.67055938,0,2.014480906,0,0,0,0,0,0,0,81.7
6575,0,3.03030303,62.12121212,0,0,6.060606061,12.12121212,16.66666667,0,0,0,0,0,0,0,0,0,25.8
